Time  Coordinate0  Coordinate1  Forces00  Forces01  DisplacementDeltas00  DisplacementDeltas01  
0.0050000000000000  -0.2500000000000000  0.0000000000000000  16.2024095157570969  0.0000000000000000  0.0000000000000000  0.0018284029667114  
0.0100000000000000  -0.2500000000000000  0.0000000000000000  16.4729903113115697  0.0000000000000000  0.0000000000000000  0.0154735396259944  
0.0150000000000000  -0.2500000000000000  0.0000000000000000  16.6133350150484951  0.0000000000000000  0.0000000000000000  0.0029422291036855  
0.0200000000000000  -0.2500000000000000  0.0000000000000000  16.7695686125416117  0.0000000000000000  0.0000000000000000  0.0141390823020634  
0.0250000000000000  -0.2500000000000000  0.0000000000000000  16.8777517595109607  0.0000000000000000  0.0000000000000000  0.0096699597799216  
0.0300000000000000  -0.2500000000000000  0.0000000000000000  16.9642974882444229  0.0000000000000000  0.0000000000000000  0.0122789214482592  
0.0350000000000000  -0.2500000000000000  0.0000000000000000  17.0108237670935694  0.0000000000000000  0.0000000000000000  0.0104796409963328  
0.0400000000000000  -0.2500000000000000  0.0000000000000000  17.0299722036196037  0.0000000000000000  0.0000000000000000  0.0102327558631161  
0.0450000000000000  -0.2500000000000000  0.0000000000000000  17.0180591795213161  0.0000000000000000  0.0000000000000000  0.0086286492674155  
0.0500000000000000  -0.2500000000000000  0.0000000000000000  16.9801665292457180  0.0000000000000000  0.0000000000000000  0.0073078393688113  
0.0550000000000000  -0.2500000000000000  0.0000000000000000  16.9154119366815259  0.0000000000000000  0.0000000000000000  0.0055813429481327  
0.0600000000000000  -0.2500000000000000  0.0000000000000000  16.8266479409642926  0.0000000000000000  0.0000000000000000  0.0039571709863967  
0.0650000000000000  -0.2500000000000000  0.0000000000000000  16.7163004311473067  0.0000000000000000  0.0000000000000000  0.0023124421321249  
0.0700000000000000  -0.2500000000000000  0.0000000000000000  16.5890785516290507  0.0000000000000000  0.0000000000000000  0.0008260227548223  
0.0750000000000000  -0.2500000000000000  0.0000000000000000  16.4506724652883918  0.0000000000000000  0.0000000000000000  -0.0004958156399070  
0.0800000000000000  -0.2500000000000000  0.0000000000000000  16.3079308802839940  0.0000000000000000  0.0000000000000000  -0.0015884591379751  
0.0850000000000000  -0.2500000000000000  0.0000000000000000  16.1679999304399686  0.0000000000000000  0.0000000000000000  -0.0024385796500110  
0.0900000000000000  -0.2500000000000000  0.0000000000000000  16.0378651555685643  0.0000000000000000  0.0000000000000000  -0.0030336915341834  
0.0950000000000000  -0.2500000000000000  0.0000000000000000  15.9235835178161214  0.0000000000000000  0.0000000000000000  -0.0033807689015712  
0.1000000000000000  -0.2500000000000000  0.0000000000000000  15.8298388084659116  0.0000000000000000  0.0000000000000000  -0.0034964863019092  
0.1050000000000000  -0.2500000000000000  0.0000000000000000  15.7594797189081355  0.0000000000000000  0.0000000000000000  -0.0034070450640774  
0.1100000000000000  -0.2500000000000000  0.0000000000000000  15.7139388225980525  0.0000000000000000  0.0000000000000000  -0.0031449218415046  
0.1150000000000000  -0.2500000000000000  0.0000000000000000  15.6923403992696873  0.0000000000000000  0.0000000000000000  -0.0027523164810562  
