#t	dt	oldY		oldTh	xTail	yTail	xTip	yTip	dxTail	dyTail	dxTip	dyTip	Fy
0.32	0.005	0.0871875	0	0.75	0.0884475	-0.25	0.0871875	0	0.000173394	0	0.000173394	3436.55
0.325	0.005	0.0873541	0	0.75	0.0886141	-0.25	0.0873541	0	0.000166565	0	0.000166565	3437.61
0.33	0.005	0.087507	0	0.75	0.088767	-0.25	0.087507	0	0.000152919	0	0.000152919	3439.35
0.335	0.005	0.087641	0	0.75	0.088901	-0.25	0.087641	0	0.000133945	0	0.000133945	3441.71
0.34	0.005	0.0877523	0	0.75	0.0890123	-0.25	0.0877523	0	0.000111347	0	0.000111347	3444.41
0.345	0.005	0.087839	0	0.75	0.089099	-0.25	0.087839	0	8.66552e-05	0	8.66552e-05	3447.4
0.35	0.005	0.0879004	0	0.75	0.0891604	-0.25	0.0879004	0	6.14177e-05	0	6.14177e-05	3450.39
0.355	0.005	0.0879373	0	0.75	0.0891973	-0.25	0.0879373	0	3.68882e-05	0	3.68882e-05	3453.33
0.36	0.005	0.0879515	0	0.75	0.0892115	-0.25	0.0879515	0	1.41958e-05	0	1.41958e-05	3456.06
0.365	0.005	0.0879457	0	0.75	0.0892057	-0.25	0.0879457	0	-5.80691e-06	0	-5.80691e-06	3458.49
0.37	0.005	0.0879231	0	0.75	0.0891831	-0.25	0.0879231	0	-2.25161e-05	0	-2.25161e-05	3460.55
0.375	0.005	0.0878876	0	0.75	0.0891476	-0.25	0.0878876	0	-3.5564e-05	0	-3.5564e-05	3462.2
0.38	0.005	0.0878427	0	0.75	0.0891027	-0.25	0.0878427	0	-4.48308e-05	0	-4.48308e-05	3463.43
0.385	0.005	0.0877924	0	0.75	0.0890524	-0.25	0.0877924	0	-5.03774e-05	0	-5.03774e-05	3464.25
0.39	0.005	0.0877399	0	0.75	0.0889999	-0.25	0.0877399	0	-5.24523e-05	0	-5.24523e-05	3464.66
0.395	0.005	0.0876885	0	0.75	0.0889485	-0.25	0.0876885	0	-5.14485e-05	0	-5.14485e-05	3464.73
0.4	0.005	0.0876406	0	0.75	0.0889006	-0.25	0.0876406	0	-4.78434e-05	0	-4.78434e-05	3464.49
0.405	0.005	0.0875984	0	0.75	0.0888584	-0.25	0.0875984	0	-4.21928e-05	0	-4.21928e-05	3464.01
0.41	0.005	0.0875634	0	0.75	0.0888234	-0.25	0.0875634	0	-3.50648e-05	0	-3.50648e-05	3463.36
0.415	0.005	0.0875363	0	0.75	0.0887963	-0.25	0.0875363	0	-2.70263e-05	0	-2.70263e-05	3462.6
0.42	0.005	0.0875177	0	0.75	0.0887777	-0.25	0.0875177	0	-1.86143e-05	0	-1.86143e-05	3461.77
0.425	0.005	0.0875074	0	0.75	0.0887674	-0.25	0.0875074	0	-1.03107e-05	0	-1.03107e-05	3460.95
0.43	0.005	0.0875049	0	0.75	0.0887649	-0.25	0.0875049	0	-2.51651e-06	0	-2.51651e-06	3460.17
0.435	0.005	0.0875093	0	0.75	0.0887693	-0.25	0.0875093	0	4.43269e-06	0	4.43269e-06	3459.48
0.44	0.005	0.0875196	0	0.75	0.0887796	-0.25	0.0875196	0	1.03047e-05	0	1.03047e-05	3458.89
0.445	0.005	0.0875346	0	0.75	0.0887946	-0.25	0.0875346	0	1.49419e-05	0	1.49419e-05	3458.43
0.45	0.005	0.0875535	0	0.75	0.0888135	-0.25	0.0875535	0	1.89623e-05	0	1.89623e-05	3457.92
0.455	0.005	0.087573	0	0.75	0.088833	-0.25	0.087573	0	1.94476e-05	0	1.94476e-05	3458.33
0.46	0.005	0.0875944	0	0.75	0.0888544	-0.25	0.0875944	0	2.13913e-05	0	2.13913e-05	3457.5
0.465	0.005	0.0876151	0	0.75	0.0888751	-0.25	0.0876151	0	2.07135e-05	0	2.07135e-05	3458.11
0.47	0.005	0.0876348	0	0.75	0.0888948	-0.25	0.0876348	0	1.97159e-05	0	1.97159e-05	3457.99
0.475	0.005	0.0876524	0	0.75	0.0889124	-0.25	0.0876524	0	1.76166e-05	0	1.76166e-05	3458.37
0.48	0.005	0.0876676	0	0.75	0.0889276	-0.25	0.0876676	0	1.51279e-05	0	1.51279e-05	3458.61
0.485	0.005	0.0876797	0	0.75	0.0889397	-0.25	0.0876797	0	1.21934e-05	0	1.21934e-05	3458.99
0.49	0.005	0.0876889	0	0.75	0.0889489	-0.25	0.0876889	0	9.13573e-06	0	9.13573e-06	3459.33
0.495	0.005	0.087695	0	0.75	0.088955	-0.25	0.087695	0	6.06908e-06	0	6.06908e-06	3459.81
